ID;Valid;Case;TubeCount;DistanceFactor;TotalMassFlow(kg/s);MassFlowPerTube (kg/s);InnerTubeRadius(m);PressureDrop(Pa);OutletTemperature(K);MeanTubeTemps(K);MaxTubeTemp(K);MinTubeTemp(K);HeatTransferBalance_Inlet/Outlet(W);HeatTransferPerAreaMean(W/m2);HeatTransferPerAreaSTD(W/m2);HeatTransferPerAreaVAR(W/m2);HeatTransferMean(W);HeatTransferSTD(W);HeatTransferVAR(W);TotalHeatTransfer(W);Total Heat Transfer averaged over all Tubes according to correlation Q(T_wall) (kW);HeatTransferPerMassFlow( W / kg/s);TotalHeatFlux by Radition (W);TotalHeatFlux by Conduction (W);HeatFluxRatio (Rad/Total);HeatFluxRatio (Cond/Total);TotalHeatInHotGas(1800K to 800K);;;ResidenceTimeTOTALFlueGas (s/kg);ResidenceTimeFlueGas (s/kg);Total view factor (-);Approximated View Factor Per Tube (-);Average Yield of CO (-);Average Space Time Yield of CO (mol/m3/s);Average Space Time Yield of H2 (mol/m3/s)
30;1;a-line;5;2.375;0.075;0.015;0.063;0.349761788;1186;887;1070;30;-76405;33312;1089;1186960;15279;500;249704;76396;-118.87;1018607;72805;3591;95.30%;4.70%;;;;13.33333333;66.66666667;0.5284;0.10568;0.29859;4.5088;32.66
31;1;a-line;5;2.5;0.075;0.015;0.063;0.347188604;1185;887;1070;31;-76565;33379;1099;1208724;15310;504;254283;76549;-119.47;1020656;72958;3591;95.31%;4.69%;;;;13.33333333;66.66666667;0.5027;0.10054;0.29969;4.5256;32.707
32;1;a-line;5;2.75;0.075;0.015;0.063;0.341699053;1183;888;1071;32;-76845;33499;1146;1313086;15365;526;276238;76824;-120.34;1024325;73223;3602;95.31%;4.69%;;;;13.33333333;66.66666667;0.458;0.0916;0.30165;4.5554;32.79
33;1;a-line;5;3;0.075;0.015;0.063;0.452068215;1159;870;1057;33;-50288;30259;2010;4038120;13878;922;849488;69392;-121.4;925223;66443;2950;95.75%;4.25%;;;;13.33333333;66.66666667;0.4205;0.0841;0.25338;3.8232;30.474
34;1;a-line;5;3.5;0.075;0.015;0.063;0.33900767;1180;890;1077;34;-76382;33728;1617;2615290;15470;742;550189;77350;-123.49;1031330;73704;3646;95.29%;4.71%;;;;13.33333333;66.66666667;0.3613;0.07226;0.30531;4.611;32.945
35;1;a-line;5;4;0.075;0.015;0.063;0.320424487;1178;890;1079;35;-77625;33845;1845;3404857;15523;846;716290;77617;-125.15;1034894;73907;3710;95.22%;4.78%;;;;13.33333333;66.66666667;0.3167;0.06334;0.30715;4.6391;33.024
36;1;a-line;5;4.25;0.075;0.015;0.063;0.327799031;1179;890;1076;36;-77390;33742;1810;3276364;15476;830;689259;77382;-125.79;1031765;73625;3757;95.14%;4.86%;;;;13.33333333;66.66666667;0.2982;0.05964;0.30561;4.6156;32.952
37;1;a-line;5;1.25;0.1;0.02;0.063;0.628939069;1236;906;1094;37;-84218;36716;1864;3473433;16840;855;730717;84202;-119.64;842022;80323;3880;95.39%;4.61%;;;;10;50;0.969;0.1938;0.35245;5.328;34.948
38;1;a-line;5;1.5;0.1;0.02;0.063;0.619458685;1231;909;1095;38;-85440;37249;1460;2131099;17085;670;448326;85424;-120.52;854245;81518;3907;95.43%;4.57%;;;;10;50;0.8193;0.16386;0.36165;5.468;35.339
39;1;a-line;5;1.75;0.1;0.02;0.063;0.616451072;1227;910;1097;39;-82905;37426;1297;1681609;17166;595;353767;85829;-122.06;858292;81974;3854;95.51%;4.49%;;;;10;50;0.7087;0.14174;0.36469;5.5142;35.468
40;1;a-line;5;2;0.1;0.02;0.063;0.605768561;1224;912;1098;40;-83451;37692;1165;1356903;17288;534;285457;86441;-123.19;864411;82595;3847;95.55%;4.45%;;;;10;50;0.6238;0.12476;0.36905;5.5805;35.654
41;1;a-line;5;2.25;0.1;0.02;0.063;0.587837153;1221;914;1099;41;-87353;38083;985;970731;17467;452;204216;87337;-124.34;873375;83436;3902;95.53%;4.47%;;;;10;50;0.5568;0.11136;0.37536;5.6763;35.921
42;1;a-line;5;2.375;0.1;0.02;0.063;0.581900731;1220;915;1099;42;-87585;38183;947;896745;17513;434;188651;87567;-124.92;875667;83656;3910;95.53%;4.47%;;;;10;50;0.5284;0.10568;0.37696;5.7008;35.99
43;1;a-line;5;2.5;0.1;0.02;0.063;0.577793019;1219;916;1100;43;-87777;38265;925;855161;17551;424;179903;87753;-125.94;877533;83844;3909;95.55%;4.45%;;;;10;50;0.5027;0.10054;0.37827;5.7206;36.045
44;1;a-line;5;2.75;0.1;0.02;0.063;0.567964116;1218;917;1101;44;-88112;38411;917;840718;17618;421;176864;88089;-126.53;880888;84165;3924;95.55%;4.45%;;;;10;50;0.458;0.0916;0.38061;5.7563;36.142
45;1;a-line;5;3;0.1;0.02;0.063;0.87113571;1175;890;1076;45;-58116;33477;1639;2685816;15354;752;565008;76772;-127.71;767717;73717;3056;96.02%;3.98%;;;;10;50;0.4205;0.0841;0.30102;4.5457;32.763
46;1;a-line;5;3.5;0.1;0.02;0.063;0.559436086;1214;918;1107;46;-86548;38662;1336;1785742;17733;613;375674;88664;-129.97;886636;84697;3967;95.53%;4.47%;;;;10;50;0.3613;0.07226;0.38465;5.818;36.297
47;1;a-line;5;4;0.1;0.02;0.063;0.529228672;1212;919;1109;47;-89013;38810;1504;2261710;17801;690;475803;89003;-131.66;890028;84932;4071;95.43%;4.57%;;;;10;50;0.3167;0.06334;0.38704;5.8544;36.393
48;1;a-line;5;4.25;0.1;0.02;0.063;0.543374636;1214;919;1106;48;-88736;38688;1484;2201408;17745;681;463117;88725;-132.23;887247;84589;4136;95.34%;4.66%;;;;10;50;0.2982;0.05964;0.38507;5.8244;36.317
49;1;a-line;5;1.25;0.125;0.025;0.063;0.940017463;1268;930;1120;49;-93572;40797;1952;3808426;18712;895;801190;93561;-125.22;748490;89415;4147;95.57%;4.43%;;;;8;40;0.969;0.1938;0.41849;6.334;37.637
50;1;a-line;5;1.5;0.125;0.025;0.063;0.92520937;1262;934;1122;50;-95018;41426;1516;2298222;19001;695;483484;95003;-126.06;760024;90835;4167;95.61%;4.39%;;;;8;40;0.8193;0.16386;0.42893;6.4934;38.044
51;1;a-line;5;1.75;0.125;0.025;0.063;0.848950507;1260;935;1125;51;-87805;41588;1393;1939564;19075;639;408034;95375;-127.75;762996;91355;4011;95.79%;4.21%;;;;8;40;0.7087;0.14174;0.43166;6.5351;38.144
52;1;a-line;5;2;0.125;0.025;0.063;0.891781849;1257;937;1126;52;-89301;41925;1204;1450805;19229;552;305212;96147;-128.99;769180;92092;4047;95.78%;4.21%;;;;8;40;0.6238;0.12476;0.43711;6.6186;38.345
53;1;a-line;5;2.25;0.125;0.025;0.063;0.876615084;1253;940;1125;53;-97270;42407;946;894057;19450;434;188086;97252;-130.11;778014;93093;4159;95.72%;4.28%;;;;8;40;0.5568;0.11136;0.4449;6.7376;38.63
54;1;a-line;5;2.375;0.125;0.025;0.063;0.869388965;1252;941;1126;54;-97531;42522;887;786126;19504;407;165380;97518;-130.69;780141;93346;4172;95.72%;4.28%;;;;8;40;0.5284;0.10568;0.44677;6.7662;38.699
55;1;a-line;5;2.5;0.125;0.025;0.063;0.862061209;1251;941;1126;55;-97770;42621;840;706284;19549;385;148583;97743;-132.01;781947;93572;4172;95.73%;4.27%;;;;8;40;0.5027;0.10054;0.44835;6.7905;38.758
56;1;a-line;5;2.75;0.125;0.025;0.063;0.843894474;1249;942;1127;56;-98165;42797;786;617507;19629;360;129907;98146;-132.51;785170;93954;4192;95.73%;4.27%;;;;8;40;0.458;0.0916;0.45119;6.8339;38.862
57;1;a-line;5;3;0.125;0.025;0.063;1.331684;1205;915;1098;57;-79433;37782;1069;1143259;17329;490;240504;86646;-133.8;693165;83006;3641;95.80%;4.20%;;;;8;40;0.4205;0.0841;0.37049;5.6023;35.715
58;1;a-line;5;3.5;0.125;0.025;0.063;0.814271161;1247;944;1134;58;-92666;43096;1194;1425040;19766;548;299791;98832;-135.98;790659;94635;4198;95.75%;4.25%;;;;8;40;0.3613;0.07226;0.45609;6.9088;39.042
59;1;a-line;5;4;0.125;0.025;0.063;0.785588674;1244;945;1135;59;-99230;43263;1180;1393047;19843;541;293060;99217;-137.72;793734;94839;4378;95.59%;4.41%;;;;8;40;0.3167;0.06334;0.45883;6.9507;39.143
60;1;a-line;5;4.25;0.125;0.025;0.063;0.810431953;1245;945;1132;60;-98938;43136;1155;1333462;19785;530;280524;98924;-138.3;791394;94463;4461;95.49%;4.51%;;;;8;40;0.2982;0.05964;0.45675;6.9189;39.066
61;1;a-line;5;1.25;0.15;0.03;0.063;1.30645587;1297;952;1146;61;-101907;44433;2019;4074565;20380;926;857179;101899;-130.44;679330;97527;4373;95.71%;4.29%;;;;6.666666667;33.33333333;0.969;0.1938;0.4781;7.2455;39.851
62;1;a-line;5;1.5;0.15;0.03;0.063;1.287179519;1291;956;1147;62;-103560;45148;1564;2445624;20708;717;514493;103540;-131.41;690266;99153;4386;95.76%;4.24%;;;;6.666666667;33.33333333;0.8193;0.16386;0.48967;7.4224;40.276
